%time,field.speed
1.05582E+11,10.5239854
1.05646E+11,10.4739854
1.05685E+11,9.678985401
1.05744E+11,9.178985401
1.05783E+11,9.698985401
1.05854E+11,8.773985401
1.05912E+11,9.173985401
1.05982E+11,10.3139854
1.06016E+11,10.8139854
1.06079E+11,10.94120251
1.06151E+11,10.9497541
1.06188E+11,11.2497541
1.06239E+11,10.96870296
1.06285E+11,11.09370296
1.06349E+11,11.49370296
1.06385E+11,11.79370296
1.06433E+11,12.13370296
1.06473E+11,12.13370296
1.0655E+11,11.58370296
1.06582E+11,11.90870296
1.0664E+11,11.53527866
1.06673E+11,11.68527866
1.06749E+11,11.65303345
1.0678E+11,11.92803345
1.06849E+11,11.7528061
1.06876E+11,12.0528061
1.06945E+11,11.85489311
1.06977E+11,12.15489311
1.07037E+11,11.97261369
1.07113E+11,12.37261369
1.07175E+11,12.09762344
1.07221E+11,12.49762344
1.07285E+11,10.89762344
1.07317E+11,10.30262344
1.07376E+11,10.26762344
1.0744E+11,10.42762344
1.07477E+11,10.42762344
1.07538E+11,10.66262344
1.07577E+11,10.20262344
1.07639E+11,10.38762344
1.07672E+11,10.01262344
1.0774E+11,10.15262344
1.07774E+11,9.707623443
1.0786E+11,9.367623443
1.07884E+11,9.000958524
1.07956E+11,9.366623225
1.07994E+11,9.669977536
1.08062E+11,10.06997754
1.08096E+11,10.54997754
1.08144E+11,10.94997754
1.08183E+11,11.22497754
1.08256E+11,11.62497754
1.08302E+11,11.92497754
1.08338E+11,11.07990631
1.08372E+11,11.37990631
1.08448E+11,10.69697119
1.08485E+11,10.08496969
1.08544E+11,10.48496969
1.08583E+11,10.98496969
1.08621E+11,10.03496969
1.08681E+11,10.07496969
1.08738E+11,11.1077761
1.08787E+11,10.17684251
1.08848E+11,10.12558639
1.08919E+11,10.52558639
1.08993E+11,10.9366427
1.09041E+11,11.3366427
1.09084E+11,11.5366427
1.0915E+11,10.7116427
1.09213E+11,10.50719147
1.09281E+11,11.13081334
1.09344E+11,9.999922058
1.09384E+11,10.49992206
1.09421E+11,9.754922058
1.09479E+11,10.15307217
1.09523E+11,10.55307217
1.09581E+11,11.02355893
1.09638E+11,10.66187277
1.09679E+11,10.56294922
1.09749E+11,11.03517656
1.09795E+11,11.33517656
1.09825E+11,11.63517656
1.09878E+11,11.43517656
1.09951E+11,11.09530582
1.1E+11,11.39530582
1.10041E+11,11.62945803
1.10082E+11,11.92945803
1.10154E+11,11.35445803
1.10206E+11,11.65445803
1.10246E+11,11.95445803
1.10291E+11,11.96637884
1.10362E+11,12.36637884
1.104E+11,12.64137884
1.10433E+11,12.78647658
1.10495E+11,13.18647658
1.10564E+11,13.13906183
1.10611E+11,13.26738639
1.10639E+11,13.47203515
1.10676E+11,12.54703515
1.10768E+11,12.94703515
1.10812E+11,11.99106418
1.10894E+11,12.51340589
1.10963E+11,12.91340589
1.11E+11,13.21340589
1.11078E+11,13.29476099
1.11121E+11,13.5
1.11168E+11,13.5
1.11217E+11,12.98903672
1.11283E+11,12.93511819
1.11341E+11,13.33511819
1.11386E+11,13.5
1.11438E+11,13.5
1.11477E+11,12.55
1.11541E+11,13.25613729
1.11582E+11,12.54686011
1.11639E+11,13.32809485
1.1168E+11,13.5
1.11743E+11,13.32310996
1.11775E+11,12.52346644
1.11836E+11,12.27300839
1.11872E+11,12.75300839
1.11909E+11,13.15300839
1.11974E+11,13.39880134
1.12012E+11,12.54880134
1.12079E+11,12.91935437
1.1214E+11,13.09571142
1.12178E+11,13.42812266
1.12237E+11,12.2428305
1.12281E+11,12.7428305
1.12353E+11,13.47612607
1.12409E+11,13.5
1.12484E+11,13.46776909
1.1253E+11,13.5
1.12581E+11,12.3424787
1.12643E+11,12.50749688
1.12694E+11,11.99090989
1.12756E+11,12.39090989
1.12792E+11,12.87090989
1.12821E+11,13.08506297
1.12878E+11,13.44782269
1.1294E+11,12.17059202
