%time,field
1548122205116314888,0.0
1548122205164324045,0.0
1548122205212409973,0.0
1548122205260442018,0.0
1548122205309416055,0.0
1548122205357374906,0.0
1548122205405561923,0.0
1548122205453339099,0.0
1548122205501446962,0.0
1548122205549267053,0.0
1548122205597372055,0.0
1548122205693542003,0.0
1548122205741525888,0.0
1548122205789520025,0.0
1548122205837119102,0.0
1548122205885585069,0.0
1548122205933588027,0.0
1548122205981336116,0.0
1548122206029628992,0.0
1548122206077558040,0.0
1548122206125272035,0.0
1548122206173391103,0.0
1548122206222062110,0.0
1548122206270325899,0.0
1548122206318495035,0.0
1548122206366506099,0.0
