1548122013536817073,0.0
1548122013584666013,0.0
1548122013632988929,0.0
1548122013680614948,0.0
1548122013728948116,0.0
1548122013776875019,0.0
1548122013824841976,0.0
1548122013872903108,0.0
1548122013920686960,0.0
1548122013968847990,0.0
1548122014017112016,0.0
1548122014064855098,0.0
1548122014113851070,0.0
1548122014161901950,0.0
1548122014209801912,0.0
1548122014257855892,0.0
1548122014305758953,0.0
1548122014353900909,0.0
1548122014402404069,0.0
1548122014449904918,0.0
1548122014497874021,0.0
1548122014546036005,0.0
1548122014641951084,0.0
1548122014689687013,0.0
1548122014737881898,0.0
1548122014785854101,0.0
1548122014833895921,0.0
1548122014881716966,0.0
1548122014929797887,0.0
1548122014977865934,0.0
1548122015026859998,0.0
1548122015074583053,0.0
1548122015122720003,0.0
1548122015170836925,0.0
1548122015218740940,0.0
1548122015266661882,0.0
1548122015314682960,0.0
1548122015362706899,0.0
1548122015410698890,0.0
1548122015458607912,0.0
1548122015506808996,0.0
1548122015554833889,0.0
1548122015602760076,0.0
1548122015650763988,0.0
1548122015698980093,0.0
1548122015746762037,0.0
1548122015843108892,0.0
1548122015890784025,0.0
1548122015938842058,0.0
1548122015987508058,0.0
1548122016035017967,0.0
1548122016082953929,0.0
1548122016130789995,0.0
1548122016179698944,0.0
1548122016228612899,0.0
1548122016275806903,0.0
1548122016323831081,0.0
1548122016371994972,0.0
1548122016419871091,0.0
1548122016467849969,0.0
1548122016515748977,0.0
1548122016563776969,0.0
1548122016611732959,0.0
1548122016659833908,0.0
1548122016707583904,0.0
1548122016755981922,0.0
1548122016803674936,0.0
1548122016851880073,0.0
1548122016900784015,0.0
1548122016948782920,0.0
1548122016996937990,0.0
1548122017092835903,0.0
1548122017140779972,0.0
1548122017188918113,0.0
1548122017236921072,0.0
1548122017284846067,0.0
1548122017332600116,0.0
1548122017380840063,0.0
1548122017428946971,0.0
1548122017477067947,0.0
1548122017524805068,0.0
1548122017572882890,0.0
1548122017620913028,0.0
1548122017668761014,0.0
1548122017716701984,0.0
1548122017764894962,0.0
1548122017812787055,0.0
1548122017861968040,0.0
1548122017909888982,0.0
1548122017957901954,0.0
1548122018005877017,0.0
1548122018054044008,0.0
1548122018101875066,0.0
1548122018149970054,0.0
1548122018197797060,0.0
1548122018294061899,0.0
1548122018341988086,0.0
1548122018389945030,0.0
1548122018437804937,0.0
1548122018485913991,0.0
1548122018533937931,0.0
1548122018582065105,0.0
1548122018629870891,0.0
1548122018678021907,0.0
1548122018725929975,0.0
1548122018774931907,0.0
1548122018822701930,0.0
1548122018870846986,0.0
1548122018918736934,0.0
1548122018966995954,0.0
1548122019015012025,0.0
1548122019062884092,0.0
1548122019110747098,0.0
1548122019158955097,0.0
1548122019206824064,0.0
1548122019254898071,0.0
1548122019302731990,0.0
1548122019350733041,0.0
1548122019398825883,0.0
1548122019446794033,0.0
1548122019542829036,0.0
1548122019590679883,0.0
1548122019638722896,0.0
1548122019687750101,0.0
